pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,1,1,5,5,3,4,9.73,1436,29.5,1.3,5.54,7.27,43.61,1
2016,1,1,5,5,2,4,18.3,1685,52,0.8,5.54,11.67,70.01,1
2016,1,1,5,5,3,1,10.7,1402,31.5,1.3,0,4.5,37.3,1
2016,1,1,5,5,2,4,18.7,1806,52,0.8,5.54,11.65,69.99,1
2016,1,1,5,5,3,4,10.4,1203,29.5,1.3,0,0,30.8,2
2016,1,1,5,5,3,1,10,1117,28.5,1.3,0,7.45,37.25,1
2016,1,1,5,5,2,6,5.44,913,18,1.3,0,0,19.3,1
2016,1,1,5,5,3,4,10.62,1312,30.5,1.3,5.54,7.47,44.81,1
2016,1,1,5,5,3,1,7.02,740,20.5,1.3,0,2.5,24.3,1
2016,1,1,5,5,2,4,19.2,1812,52,0.8,5.54,14.55,72.89,1
2016,1,1,5,5,3,1,12.9,1185,35.5,1.3,0,7.35,44.15,1
2016,1,1,5,5,3,1,10.6,1291,31,1.3,0,4,36.3,1
2016,1,1,5,5,2,7,22.78,1821,60.5,1.3,11.08,0,72.88,2
2016,1,1,5,5,3,6,4.5,759,14.5,1.3,0,0,15.8,2
2016,1,1,5,5,2,2,1.46,406,7,1.3,0,0,8.3,2
2016,1,1,5,5,3,0,10.26,1047,28.5,1.3,0,0,29.8,2
2016,1,1,5,5,3,4,9.8,908,27.5,1.3,5.54,6.87,41.21,1
2016,1,1,5,5,3,4,10.79,1442,31.5,1.3,5.54,7.67,46.01,1
2016,1,1,5,5,3,4,10.55,1325,31,1.3,0,6.46,38.76,1
2016,1,1,5,5,2,4,18.3,1745,52,0.8,5.54,7,65.34,1
2016,1,1,5,5,2,6,5.82,570,17.5,1.3,0,0,18.8,2
2016,1,1,5,5,2,4,17.7,1538,52,0.8,5.54,11.65,69.99,1
2016,1,1,5,5,2,6,9.64,1112,27.5,1.3,0,7.2,36,1
2016,1,1,5,5,2,4,19.3,2060,52,0.8,5.54,10,68.34,1
2016,1,2,6,0,2,4,19.91,1583,52,0.8,0,10.56,63.36,1
2016,1,2,6,0,3,4,9.65,957,27.5,1.3,0,0,28.8,1
2016,1,2,6,0,3,1,13.33,1336,37,1.3,0,7.66,45.96,1
2016,1,2,6,0,2,6,10.4,1448,30.5,1.3,0,0,31.8,2
2016,1,2,6,0,2,6,8.71,838,24.5,1.3,0,0,25.8,2
2016,1,2,6,0,2,0,26.29,1935,68.5,1.3,5.54,0,75.34,2
2016,1,2,6,0,2,1,16.4,1798,46.5,1.3,0,9.56,57.36,1
2016,1,2,6,0,2,4,18.32,1702,52,0.8,5.54,5,63.34,1
2016,1,2,6,0,2,4,16.6,1385,52,0.8,0,10.55,63.35,1
2016,1,2,6,0,2,6,13.4,1216,36.5,1.3,0,3,40.8,1
2016,1,2,6,0,2,1,16.21,1378,43.5,1.3,0,7,51.8,1
2016,1,2,6,0,2,4,21.94,1915,52,0.8,0,0,52.8,2
2016,1,2,6,0,2,4,18.12,1764,52,0.8,5.54,0,58.34,2
2016,1,2,6,0,2,4,18,1509,52,0.8,5.54,12,70.34,1
2016,1,2,6,0,4,3,13.4,1314,38,1.3,0,0,39.3,2
2016,1,2,6,0,3,4,9.5,1022,27,1.3,5.54,6.75,40.59,1
2016,1,2,6,0,2,1,11.94,1825,35.5,1.3,0,7.36,44.16,1
2016,1,2,6,0,4,3,10.93,1470,31.5,1.3,0,0,32.8,2
2016,1,2,6,0,4,2,19.19,1916,52,0.8,0,0,52.8,2
2016,1,2,6,0,4,2,19.9,1705,52,0.8,5.54,11.66,70,1
2016,1,2,6,0,4,2,17.7,1481,52,0.8,5.54,0,58.34,1
2016,1,2,6,0,4,2,18.2,1626,52,0.8,0,0,52.8,2
2016,1,2,6,1,4,3,13.3,1182,37,1.3,0,7.65,45.95,1
2016,1,2,6,1,4,2,17.52,1441,52,0.8,5.54,11.67,70.01,1
2016,1,2,6,1,4,3,8.3,1081,25,1.3,0,0,26.3,2
2016,1,2,6,1,4,3,8.9,1114,26,1.3,0,3,30.3,1
2016,1,2,6,1,4,3,9.19,993,26.5,1.3,5.54,6.67,40.01,1
2016,1,2,6,1,4,2,18.02,1654,52,0.8,5.54,11.67,70.01,1
2016,1,2,6,1,4,2,18.35,1765,52,0.8,0,0,52.8,2
2016,1,2,6,1,4,2,17,1573,52,0.8,0,10.55,63.35,1
2016,1,2,6,1,4,3,10.71,1590,33.5,1.3,5.54,0,40.34,2
2016,1,4,1,4,4,3,9.72,1628,29.5,1.8,5.54,5,41.84,1
2016,1,4,1,4,2,1,13.4,3212,46,1.8,0,9.55,57.35,1
2016,1,4,1,4,2,1,15.9,3408,51.5,1.8,0,10.65,63.95,1
2016,1,4,1,4,2,4,17.9,3184,52,0.8,5.54,11.65,69.99,1
2016,1,4,1,4,4,3,11.21,2307,38,1.8,5.54,0,45.34,2
2016,1,4,1,4,3,4,8.88,1450,27.5,1.8,5.54,6.97,41.81,1
2016,1,4,1,4,3,6,3.6,892,15,1.8,0,0,16.8,2
2016,1,4,1,4,4,2,16.5,2956,52,0.8,5.54,11.66,70,1
2016,1,4,1,4,3,4,9.34,1630,28,1.8,5.54,8,43.34,1
2016,1,4,1,4,2,1,15.55,2166,44.5,1.8,0,0,46.3,2
2016,1,4,1,4,3,4,8.88,1628,28.5,1.8,5.54,7.17,43.01,1
2016,1,4,1,4,4,2,17.54,3818,52,0.8,0,0,52.8,2
2016,1,4,1,4,3,4,10.72,1893,34,1.8,5.54,0,41.34,2
2016,1,4,1,4,2,4,18.24,3076,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,4,2,23.82,3895,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,4,3,9.11,1911,29.5,1.8,5.54,7.37,44.21,1
2016,1,4,1,4,4,3,9.32,1399,27.5,1.8,5.54,5,39.84,1
2016,1,4,1,4,3,4,10.28,1386,29.5,1.8,5.54,0,36.84,2
2016,1,4,1,4,3,6,7.7,1373,23.5,1.8,0,0,25.3,2
2016,1,4,1,4,3,4,8.49,1878,31,1.8,5.54,7.67,46.01,1
2016,1,4,1,4,3,4,8.34,1081,24.5,1.8,5.54,9.55,41.39,1
2016,1,4,1,4,3,4,14.07,2502,42.5,1.8,5.54,0,49.84,2
2016,1,4,1,4,3,4,11.4,1621,33,1.8,5.54,0,40.34,2
2016,1,4,1,4,3,1,10,2912,35.5,1.8,0,5,42.3,1
2016,1,4,1,4,2,6,11.9,2078,37,1.8,0,7.75,46.55,1
2016,1,4,1,4,2,4,16.64,3892,52,0.8,0,10.56,63.36,1
2016,1,4,1,4,4,2,18.2,3149,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,3,4,9.5,2085,33,1.8,5.54,8.06,48.4,1
2016,1,4,1,4,2,1,15.5,2836,47,1.8,0,5,53.8,1
2016,1,4,1,4,3,4,9.19,1994,33,1.8,5.54,5,45.34,1
2016,1,4,1,4,3,1,7.41,1299,23.5,1.8,0,0,25.3,2
2016,1,4,1,4,2,1,11.31,2529,38,1.8,0,11.94,51.74,1
2016,1,4,1,4,4,3,9.2,1167,26,1.8,5.54,6.65,39.99,1
2016,1,4,1,4,3,1,13.6,3770,48,1.8,0,0,49.8,2
2016,1,4,1,4,3,4,8.4,1424,26.5,1.8,5.54,2,35.84,1
2016,1,4,1,4,2,1,13.8,3164,47.5,1.8,0,0,49.3,2
2016,1,4,1,4,3,1,11.1,3561,42.5,1.8,0,0,44.3,2
2016,1,4,1,4,3,4,10.51,1944,33.5,1.8,5.54,6,46.84,1
2016,1,4,1,4,2,5,37.3,4760,117,1.3,23.58,0,141.88,2
2016,1,4,1,4,3,4,12.62,1746,35.5,1.8,5.54,8.57,51.41,1
2016,1,4,1,4,4,2,17.3,3550,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,2,1,12.4,3734,45,1.8,0,5,51.8,1
2016,1,4,1,4,3,4,10.01,1976,33.5,1.8,5.54,10.21,51.05,1
2016,1,4,1,4,2,4,17.18,3473,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,2,4,18.81,3315,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,3,4,10.3,1479,31.5,1.8,5.54,7.75,46.59,1
2016,1,4,1,4,2,1,12.31,2494,39.5,1.8,0,0,41.3,2
2016,1,4,1,4,2,1,12.49,2215,38,1.8,0,7.96,47.76,1
2016,1,4,1,4,2,4,18.54,2708,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,2,6,16,2415,47.5,1.8,0,0,49.3,2
2016,1,4,1,4,2,1,15.7,3121,50.5,1.8,0,2,54.3,1
2016,1,4,1,4,2,4,18,3784,52,0.8,5.54,3,61.34,1
2016,1,4,1,4,2,2,16.9,33,65,0.3,0,13.05,78.35,1
2016,1,4,1,4,2,4,22.42,3318,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,3,4,8.78,1090,26,1.8,5.54,8.34,41.68,1
2016,1,4,1,4,3,6,4.35,953,16,1.8,0,0,17.8,2
2016,1,4,1,4,2,1,16.97,1908,45.5,1.8,0,0,47.3,2
2016,1,4,1,4,2,4,17.6,2602,52,0.8,5.54,5,63.34,1
2016,1,4,1,4,2,4,17.03,76439,52,0.8,0,5.28,58.08,1
2016,1,4,1,4,2,4,18.82,2702,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,4,3,10.4,1461,30.5,1.8,5.54,7.55,45.39,1
2016,1,4,1,4,3,1,7.37,920,22,1.8,0,5.95,29.75,1
2016,1,4,1,4,3,6,4,710,14,1.8,0,0,15.8,2
2016,1,4,1,4,3,4,10.58,1933,34.5,1.8,5.54,5,46.84,1
2016,1,4,1,4,3,1,19.48,2935,53.5,1.8,0,0,55.3,2
2016,1,4,1,4,3,4,10.4,1279,29.5,1.8,5.54,5,41.84,1
2016,1,4,1,4,4,3,9.7,1158,28,1.8,5.54,7.05,42.39,1
2016,1,4,1,4,4,2,16.28,2682,52,0.8,5.54,14.58,72.92,1
2016,1,4,1,4,2,4,16.34,2361,52,0.8,5.54,8,66.34,1
2016,1,4,1,4,2,4,18.59,2629,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,2,4,16.86,2137,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,3,6,7.02,1080,22.5,1.8,0,3,27.3,1
2016,1,4,1,4,2,6,7.22,1715,26.5,1.8,0,0,28.3,2
2016,1,4,1,4,3,4,10.11,1492,30.5,1.8,5.54,0,37.84,2
2016,1,4,1,4,3,4,10.85,1571,32.5,1.8,5.54,7.97,47.81,1
2016,1,4,1,4,3,4,11,1786,35.5,1.8,5.54,5,47.84,1
2016,1,4,1,4,2,4,20.43,2842,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,2,6,14.2,1773,40,1.8,0,0,41.8,2
2016,1,4,1,4,2,4,18.86,2710,52,0.8,5.54,7,65.34,1
2016,1,4,1,4,4,3,11.2,1448,33,1.8,5.54,8.05,48.39,1
2016,1,4,1,4,3,4,8.97,963,26,1.8,0,5.56,33.36,1
2016,1,4,1,4,2,6,5.79,1090,19.5,1.8,0,0,21.3,2
2016,1,4,1,4,2,3,11.55,1752,33,1.8,0,0,34.8,1
2016,1,4,1,4,2,4,21.03,2779,52,0.8,5.54,10,68.34,1
2016,1,4,1,4,3,4,9.5,1295,28,1.8,5.54,3,38.34,1
2016,1,4,1,4,2,3,10.7,1250,30.5,1.8,0,0,32.3,1
2016,1,4,1,4,3,4,9.5,1334,28.5,1.3,5.54,3,38.34,1
2016,1,4,1,4,4,2,21.09,2188,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,4,2,1,24.92,2203,66.5,1.8,0,0,68.3,2
2016,1,4,1,4,2,4,17.2,1911,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,2,4,18.68,2189,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,2,4,17.7,1859,52,0.8,5.54,9,67.34,1
2016,1,4,1,4,2,2,0.01,16,2.5,1.8,0,0,4.3,2
2016,1,4,1,4,3,1,12.5,1370,35.5,1.8,0,7.45,44.75,1
2016,1,4,1,4,2,4,21.16,1918,52,0.8,5.54,12,70.34,1
2016,1,4,1,4,2,4,17.93,1956,52,0.8,5.54,0,58.34,2
2016,1,4,1,4,2,4,20.2,2388,52,0.8,5.54,14.58,72.92,1
2016,1,4,1,5,2,1,13.6,2427,43.5,1.3,0,11.2,56,1
2016,1,4,1,5,3,4,10.3,1491,30.5,1.3,5.54,7.45,44.79,1
2016,1,4,1,5,3,4,10.39,1622,31.5,1.3,5.54,7.67,46.01,1
2016,1,4,1,5,2,0,17.8,2016,48.5,1.3,5.54,0,55.34,2
2016,1,4,1,5,3,6,2.23,432,9,1.3,0,3.09,13.39,1
2016,1,4,1,5,3,4,6.5,1213,21.5,1.3,0,4,26.8,1
2016,1,4,1,5,3,4,9.8,1068,28.5,1.3,5.54,7.05,42.39,1
2016,1,4,1,5,3,4,8.18,787,23,1.3,5.54,5.97,35.81,1
2016,1,4,1,5,3,4,8.06,875,23.5,1.3,5.54,0,30.34,2
2016,1,4,1,5,2,4,20.52,2371,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,5,3,1,10.63,1290,31,1.3,0,6.46,38.76,1
2016,1,4,1,5,3,4,11.56,1280,33.5,1.3,5.54,0,40.34,2
2016,1,4,1,5,2,4,18.41,2130,52,0.8,5.54,0,58.34,1
2016,1,4,1,5,2,4,18.37,2284,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,5,2,6,14.2,1364,39,1.3,0,0,40.3,3
2016,1,4,1,5,3,4,11.24,1542,33,1.3,5.54,7.97,47.81,1
2016,1,4,1,5,2,6,7.4,1057,22.5,1.3,0,0,23.8,2
2016,1,4,1,5,3,4,9.3,1262,27.5,1.3,5.54,6,40.34,1
2016,1,4,1,5,2,4,18.44,2374,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,5,2,4,21.3,2252,52,0.8,0,10.55,63.35,1
2016,1,4,1,5,3,4,8.2,782,23,1.3,5.54,8.95,38.79,1
2016,1,4,1,5,2,4,18.36,1937,52,0.8,0,10.56,63.36,1
2016,1,4,1,5,2,6,3.9,421,12.5,1.3,0,0,13.8,2
2016,1,4,1,5,2,4,18.67,1953,52,0.8,8,0,60.8,2
2016,1,4,1,5,3,1,11,866,30.5,0.8,0,6.26,37.56,1
2016,1,4,1,5,2,4,20.7,2218,52,0.8,5.54,11.65,69.99,1
2016,1,4,1,5,2,1,12.58,2095,39,1.3,0,8.06,48.36,1
2016,1,4,1,5,3,6,5.24,540,15.5,1.3,0,0,16.8,2
2016,1,4,1,5,2,4,18.66,2196,52,0.8,5.54,0,58.34,2
2016,1,4,1,5,2,1,16,1937,45,1.3,0,4,50.3,1
2016,1,4,1,5,3,4,8.41,941,24,1.3,5.54,6.17,37.01,1
2016,1,4,1,5,3,6,2.35,621,10.5,1.3,0,0,11.8,2
2016,1,4,1,5,3,1,10.3,1399,30.5,1.3,0,9.5,41.3,1
2016,1,4,1,5,2,4,18.84,1901,52,0.8,0,0,52.8,2
2016,1,4,1,5,3,4,11.2,1443,33,1.3,5.54,7.97,47.81,1
2016,1,4,1,5,3,1,7.76,910,23,1.3,0,4.86,29.16,1
2016,1,4,1,5,3,4,8.8,1517,28.5,1.3,5.54,0,35.34,2
2016,1,4,1,5,2,1,19.37,1609,51.5,1.3,0,0,52.8,2
2016,1,4,1,5,2,4,18.5,2433,52,0.8,0,10,62.8,1
2016,1,4,1,5,2,6,6.8,868,20.5,1.3,0,0,21.8,2
2016,1,4,1,5,2,1,10.3,1410,31,1.3,0,6.45,38.75,1
2016,1,4,1,5,3,4,9.5,1013,27.5,1.3,5.54,0,34.34,2
2016,1,4,1,5,3,6,2.5,556,10,1.3,0,0,11.3,2
2016,1,4,1,5,2,4,20.88,1645,52,0.8,5.54,7,65.34,1
2016,1,4,1,5,3,4,8.4,1242,26,1.3,0,0,27.3,1
2016,1,4,1,5,3,4,8.85,1124,26,1.3,5.54,6.57,39.41,1
2016,1,4,1,5,2,6,14.13,1527,39.5,1.3,0,8.16,48.96,1
2016,1,4,1,5,2,4,17.13,1691,52,0.8,5.54,0,58.34,2
2016,1,4,1,5,3,4,9.87,1356,29.5,1.3,5.54,7.27,43.61,1
2016,1,4,1,5,2,4,19,1661,52,0.8,0,10.56,63.36,1
2016,1,4,1,5,2,4,18.77,2208,52,0.8,0,10.56,63.36,1
2016,1,4,1,5,2,6,2.9,363,10,1.3,0,0,11.3,2
2016,1,4,1,5,3,6,0.84,304,5.5,1.3,0,0,6.8,2
2016,1,4,1,5,2,1,12.18,2300,39.5,1.3,0,0,40.8,2
2016,1,4,1,5,2,6,15.8,1824,45.5,1.3,0,5.5,52.3,1
2016,1,4,1,5,3,4,9.88,1074,28,1.3,5.54,0,34.84,2
2016,1,4,1,5,3,4,8.6,974,25,1.3,5.54,6.35,38.19,1
2016,1,4,1,5,2,4,20.02,1979,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,5,3,6,3.8,572,12.5,1.3,0,4.1,17.9,1
2016,1,4,1,5,2,1,12.72,2079,38,1.3,0,7.86,47.16,1
2016,1,4,1,5,2,4,18.6,1875,52,0.8,0,10.56,63.36,1
2016,1,4,1,5,2,4,19.63,1864,52,0.8,0,10.56,63.36,1
2016,1,4,1,5,3,4,10.07,1366,29.5,1.3,5.54,0,36.34,2
2016,1,4,1,5,3,4,2,530,8.5,1.3,0,1.96,11.76,1
2016,1,4,1,5,3,4,9,1176,26.5,1.3,5.54,8.3,41.64,1
2016,1,4,1,5,3,4,7.1,1001,22,1.3,5.54,5,33.84,1
2016,1,4,1,5,2,6,7.4,938,22.5,1.3,0,0,23.8,2
2016,1,4,1,5,3,1,6.9,637,20,1.3,0,4.25,25.55,1
2016,1,4,1,5,2,4,16.9,1598,52,0.8,0,10.55,63.35,1
2016,1,4,1,5,3,4,8.72,1104,26,1.3,0,5.46,32.76,1
2016,1,4,1,5,3,3,0.6,181,4.5,1.3,0,0,5.8,3
2016,1,4,1,5,3,1,7.19,733,20.5,1.3,0,4.36,26.16,1
2016,1,4,1,5,2,0,24.6,1943,64.5,1.3,5.54,0,71.34,2
2016,1,4,1,5,2,4,16.04,1771,52,0.8,5.54,11.67,70.01,1
2016,1,4,1,5,3,4,8.2,781,23.5,1.3,5.54,0,30.34,2
2016,1,4,1,5,2,4,19.5,1592,52,0.8,5.54,0,58.34,2
2016,1,4,1,5,3,4,8.3,943,24.5,1.3,5.54,6.25,37.59,1
2016,1,4,1,5,2,1,13.9,1235,38.5,1.3,0,0,39.8,1
2016,1,4,1,5,3,1,10.76,1113,30,1.3,0,7.82,39.12,1
2016,1,4,1,5,2,0,19.15,1577,51,1.3,5.54,5,62.84,1
2016,1,4,1,5,3,0,10.05,971,28.5,1.3,5.54,0,35.34,2
2016,1,4,1,5,3,4,9.92,1257,28.5,1.3,5.54,6.5,41.84,1
2016,1,4,1,5,3,4,12.5,1165,34.5,1.3,5.54,8.25,49.59,1
2016,1,4,1,5,3,4,10.2,1318,30,1.3,5.54,5,41.84,1
2016,1,4,1,5,2,4,17.98,1860,52,0.8,0,10.56,63.36,1
2016,1,4,1,5,3,6,11.35,1098,31,1.3,0,6.46,38.76,1
2016,1,4,1,5,3,1,10.32,1012,30,1.3,0,4.8,36.1,1
2016,1,4,1,5,2,1,16.82,1592,46,1.3,0,9.46,56.76,1
2016,1,4,1,5,2,4,16.5,1381,52,0.8,5.54,11.65,69.99,1
2016,1,4,1,5,2,4,20,2189,52,0.8,5.54,0,58.34,2
2016,1,4,1,5,2,4,22.57,2490,52,0.8,5.54,14.58,72.92,1
2016,1,4,1,5,2,6,16.2,1690,45,1.3,0,0,46.3,2
2016,1,4,1,5,3,4,11.16,1376,32.5,1.3,5.54,5,44.34,1
2016,1,4,1,5,2,6,12.7,1013,34.5,1.3,0,4.2,40,1
2016,1,5,2,0,3,1,11.33,1272,32,1.3,0,0,33.3,2
2016,1,5,2,0,2,4,19.27,1590,52,0.8,5.54,11.67,70.01,1
2016,1,5,2,0,3,4,7.77,979,23.5,1.3,5.54,6,36.34,1
2016,1,5,2,0,3,1,9.5,929,27,1.3,0,0,28.3,2
2016,1,5,2,0,3,4,12.2,1116,33.5,1.3,0,6.95,41.75,1
2016,1,5,2,0,2,4,20.3,1828,52,0.8,0,10,62.8,1
2016,1,5,2,0,3,6,1.9,415,8,1.3,0,2.32,11.62,1
2016,1,5,2,0,2,4,18.8,1848,52,0.8,5.54,11.65,69.99,1
2016,1,5,2,0,2,1,11.38,1744,35.5,1.3,0,0,36.8,1
2016,1,5,2,0,2,6,5.6,733,18,1.3,0,0,19.3,2
2016,1,5,2,0,2,6,5.32,730,17,1.3,0,0,18.3,2
2016,1,5,2,0,2,6,7.98,921,23.5,1.3,0,0,24.8,2
2016,1,5,2,0,2,1,11.7,1635,34,1.3,0,7.06,42.36,1
2016,1,5,2,0,2,4,19.1,1718,52,0.8,0,10.55,63.35,1
2016,1,5,2,0,3,4,8.5,1238,26,1.3,5.54,6.55,39.39,1
2016,1,5,2,0,2,6,5.44,593,16.5,1.3,0,0,17.8,2
2016,1,5,2,0,2,1,9,1152,27,1.3,0,0,28.3,2
2016,1,5,2,0,2,1,16.9,1321,45.5,1.3,0,0,46.8,2
2016,1,5,2,0,2,6,14.7,1208,40,1.3,0,4,45.3,1
2016,1,5,2,0,2,1,12.2,1489,36,1.3,0,0,37.3,2
2016,1,5,2,0,2,0,21.9,2191,59,1.3,5.54,0.07,65.91,1
2016,1,5,2,0,2,1,20,1829,55,1.3,0,16.85,73.15,1
2016,1,5,2,0,2,4,19.19,2021,52,0.8,5.54,10,68.34,1
2016,1,5,2,0,2,0,23.4,1740,61.5,1.3,5.54,0,68.34,2
2016,1,5,2,0,3,4,10.91,1627,32.5,1.3,0,6.76,40.56,1
2016,1,5,2,0,2,6,14.69,1164,39,1.3,0,8.06,48.36,1
2016,1,5,2,0,2,6,13.52,1137,37,1.3,0,7.66,45.96,1
2016,1,5,2,0,3,4,8.3,843,24,1.3,5.54,0,30.84,2
2016,1,5,2,0,3,4,7.8,769,22,1.3,5.54,4,32.84,1
2016,1,5,2,0,2,1,12.62,1799,37.5,1.3,0,9.7,48.5,1
2016,1,5,2,0,2,0,19.39,1786,53,1.3,5.54,0,59.84,2
2016,1,5,2,0,4,3,12.3,1470,35.5,1.3,5.54,2,44.34,1
2016,1,5,2,0,2,6,16.54,1512,44.5,1.3,0,5,50.8,1
2016,1,5,2,0,2,0,16.88,1335,45,1.3,5.54,12.96,64.8,1
2016,1,5,2,0,4,3,13.3,1444,37.5,1.3,0,7.75,46.55,1
2016,1,5,2,0,4,3,12.75,1227,35,1.3,0,0,36.3,2
2016,1,5,2,0,4,3,9.8,1215,29,1.3,0,0,30.3,2
2016,1,5,2,1,2,1,10.68,1169,30,1.3,0,7.82,39.12,1
2016,1,5,2,1,4,3,12.7,1518,36.5,1.3,5.54,10.8,54.14,1
2016,1,5,2,1,6,3,3.4,424,12,1.3,0,3,16.3,1
2016,1,5,2,1,4,3,9,977,25.5,1.3,5.54,6.45,38.79,1
2016,1,5,2,1,4,2,16.7,1816,52,0.8,5.54,0,58.34,2
2016,1,5,2,1,2,6,6.2,907,19.5,1.3,0,0,20.8,2
2016,1,5,2,1,2,4,14.2,1885,52,0.8,5.54,9,67.34,1
2016,1,5,2,1,2,2,0,10,2.5,0.8,0,0,3.3,3
2016,1,5,2,1,4,3,13.5,1883,38,0.8,5.54,8.87,53.21,1
2016,1,5,2,1,4,3,9.29,1107,26.5,0.8,5.54,0,32.84,2
2016,1,5,2,1,4,3,7.8,764,22.5,0.8,5.54,5.75,34.59,1
2016,1,5,2,1,2,1,13.29,2992,45,0.8,0,0,45.8,1
2016,1,5,2,1,6,3,3.5,384,11.5,0.8,0,2.45,14.75,1
2016,1,5,2,1,2,4,19.6,3885,52,0.8,5.54,0,58.34,1
2016,1,5,2,1,4,2,20.3,1962,52,0.8,5.54,11.67,70.01,1
2016,1,5,2,1,2,4,19.9,2974,52,0.8,5.54,0,58.34,2
2016,1,5,2,1,4,3,5.24,729,16.5,0.8,5.54,17,39.84,1
2016,1,5,2,1,4,3,14.2,1591,40.5,0.8,5.54,9.35,56.19,1
2016,1,5,2,1,4,3,9.98,1097,28.5,0.8,0,7.32,36.62,1
2016,1,5,2,1,4,2,17,2026,52,0.8,5.54,11.65,69.99,1
2016,1,5,2,1,4,2,18.68,1744,52,0.8,5.54,11.67,70.01,1
2016,1,5,2,1,2,4,19,4398,52,0.8,5.54,11.65,69.99,1
2016,1,5,2,1,4,3,11.02,1596,33,0.8,5.54,9.84,49.18,1
2016,1,5,2,1,3,4,12.53,2082,37.5,0.8,0,0,38.3,2
2016,1,5,2,1,4,3,8.1,1754,29,0.8,5.54,8.84,44.18,1
2016,1,5,2,1,4,3,8.56,928,24,0.8,5.54,6.07,36.41,1
2016,1,5,2,1,4,3,9.62,1277,28.5,0.8,5.54,6.97,41.81,1
2016,1,5,2,1,2,4,19.37,4145,52,0.8,5.54,10,68.34,1
2016,1,5,2,1,2,4,21.79,6200,52,0.8,5.54,0,58.34,2
2016,1,5,2,1,2,3,12.99,3388,50,0.8,0,10.16,60.96,1
2016,1,5,2,1,2,4,17.62,4624,52,0.8,5.54,0,58.34,2
2016,1,5,2,1,4,3,9.84,1840,33,0.8,5.54,0,39.34,2
2016,1,5,2,1,4,2,18.27,2682,52,0.8,5.54,11.67,70.01,1
2016,1,5,2,1,3,4,12.7,2661,41.5,0.8,0,8.45,50.75,1
2016,1,5,2,2,3,4,8.7,1796,30,0.8,5.54,7.25,43.59,1
2016,1,5,2,2,3,4,11.26,1984,34,0.8,5.54,8.07,48.41,1
2016,1,5,2,2,3,4,11.5,2118,36,0.8,5.54,0,42.34,2
2016,1,5,2,2,3,4,11.19,2124,34.5,0.8,5.54,8.17,49.01,1
2016,1,5,2,2,4,2,15.6,1941,52,0.8,5.54,11.65,69.99,1
2016,1,5,2,2,4,2,21.3,3631,52,0.8,5.54,0,58.34,2
2016,1,5,2,2,3,4,12.78,2463,41,0.8,5.54,11.84,59.18,1
2016,1,5,2,2,2,4,17.65,3974,52,0.8,5.54,11.67,70.01,1
2016,1,5,2,2,3,4,15.87,2693,48.5,0.8,5.54,10.97,65.81,1
2016,1,5,2,2,4,3,10.3,1279,30.5,0.8,0,6,37.3,1
2016,1,5,2,2,3,6,9.81,1609,30.5,0.8,0,6.26,37.56,1
2016,1,5,2,2,4,2,17.8,2546,52,0.8,5.54,20,78.34,1
2016,1,5,2,2,3,1,17.5,2949,51,0.8,0,0,51.8,2
2016,1,5,2,2,3,1,10.62,2004,31,0.8,0,3,34.8,1
2016,1,5,2,2,3,6,4.8,1154,17.5,0.8,0,3.66,21.96,1
2016,1,5,2,2,2,1,12.04,2101,37.5,0.8,0,0,38.3,2
2016,1,5,2,2,4,2,16.9,1899,52,0.8,5.54,5,63.34,1
2016,1,5,2,2,3,4,12.1,2174,39,0.8,5.54,11.3,56.64,1
2016,1,5,2,2,3,4,9.3,2649,36,0.8,0,7.35,44.15,1
2016,1,5,2,2,4,2,17.8,2179,52,0.8,5.54,10,68.34,1
2016,1,5,2,2,3,4,11.5,1488,33.5,0.8,5.54,5,44.84,1
2016,1,5,2,2,3,4,12.55,1924,36.5,0.8,0,5,42.3,1
2016,1,5,2,2,2,1,11.9,1813,35,0.8,0,7.15,42.95,1
2016,1,5,2,2,3,4,12.6,2339,41,0.8,5.54,3,50.34,1
2016,1,5,2,2,3,4,9.23,2239,35,0.8,5.54,8.27,49.61,1
2016,1,5,2,2,3,4,8.59,1081,25,0.8,5.54,6.27,37.61,1
